"tenure","MonthlyCharges","Contract","PaymentMethod","InternetService","Churn"
3,58.7,"Month-to-month","Credit card (automatic)","DSL","No"
25,20.15,"Month-to-month","Mailed check","No","No"
30,64.5,"Month-to-month","Mailed check","DSL","No"
21,28.5,"Month-to-month","Electronic check","DSL","No"
1,45.3,"Month-to-month","Electronic check","DSL","Yes"
15,19.4,"Month-to-month","Bank transfer (automatic)","No","Yes"
23,90.45,"Month-to-month","Electronic check","Fiber optic","No"
45,105.15,"Month-to-month","Electronic check","Fiber optic","No"
24,83.15,"One year","Bank transfer (automatic)","Fiber optic","No"
11,90.15,"Month-to-month","Electronic check","Fiber optic","Yes"
1,45.05,"Month-to-month","Mailed check","DSL","Yes"
56,103.2,"Two year","Bank transfer (automatic)","Fiber optic","No"
1,75.8,"Month-to-month","Electronic check","Fiber optic","Yes"
1,19.45,"Month-to-month","Electronic check","No","No"
7,79.3,"Month-to-month","Electronic check","Fiber optic","Yes"
55,88.8,"Two year","Credit card (automatic)","Fiber optic","No"
2,30.9,"Month-to-month","Electronic check","DSL","Yes"
72,85.9,"Two year","Credit card (automatic)","DSL","No"
45,34.2,"One year","Electronic check","DSL","No"
47,20.15,"Two year","Mailed check","No","No"
46,95.25,"One year","Credit card (automatic)","Fiber optic","Yes"
2,50.3,"Month-to-month","Mailed check","DSL","No"
2,80.15,"Month-to-month","Electronic check","Fiber optic","No"
12,51.25,"Month-to-month","Electronic check","DSL","No"
68,89.6,"Month-to-month","Bank transfer (automatic)","Fiber optic","Yes"
69,95.2,"Two year","Credit card (automatic)","Fiber optic","No"
56,94.8,"One year","Credit card (automatic)","Fiber optic","No"
4,80.25,"Month-to-month","Electronic check","Fiber optic","No"
64,76.1,"Two year","Bank transfer (automatic)","DSL","No"
59,110.15,"One year","Electronic check","Fiber optic","Yes"
62,115.55,"Two year","Bank transfer (automatic)","Fiber optic","No"
63,24.65,"Two year","Credit card (automatic)","No","No"
53,53.6,"One year","Electronic check","DSL","No"
5,19.45,"Month-to-month","Mailed check","No","No"
49,88.2,"Month-to-month","Electronic check","Fiber optic","No"
62,101.15,"Two year","Bank transfer (automatic)","Fiber optic","No"
55,56.8,"Two year","Mailed check","DSL","No"
71,99.4,"Two year","Electronic check","Fiber optic","No"
72,20.1,"Two year","Credit card (automatic)","No","No"
36,60.7,"One year","Credit card (automatic)","DSL","No"
25,20.95,"One year","Bank transfer (automatic)","No","No"
72,114.85,"Two year","Bank transfer (automatic)","Fiber optic","No"
36,19.25,"One year","Bank transfer (automatic)","No","No"
1,62.8,"Month-to-month","Mailed check","DSL","No"
72,105.5,"Two year","Electronic check","Fiber optic","No"
59,19.85,"Two year","Mailed check","No","No"
7,89.5,"Month-to-month","Electronic check","Fiber optic","Yes"
1,74.1,"One year","Credit card (automatic)","DSL","No"
30,107.5,"Month-to-month","Electronic check","Fiber optic","No"
64,19.55,"Two year","Mailed check","No","No"
63,68.8,"One year","Bank transfer (automatic)","DSL","No"
72,84.45,"Two year","Credit card (automatic)","DSL","No"
8,75,"Month-to-month","Electronic check","Fiber optic","Yes"
62,84.5,"Two year","Bank transfer (automatic)","DSL","No"
67,111.2,"Two year","Bank transfer (automatic)","Fiber optic","No"
6,44.75,"Month-to-month","Electronic check","DSL","Yes"
70,80.6,"Two year","Bank transfer (automatic)","DSL","No"
20,80.7,"Month-to-month","Bank transfer (automatic)","Fiber optic","No"
5,75.6,"Month-to-month","Electronic check","Fiber optic","No"
24,57.6,"One year","Electronic check","DSL","No"
11,44.05,"Month-to-month","Electronic check","DSL","Yes"
72,110.6,"Two year","Credit card (automatic)","Fiber optic","No"
66,58.2,"Two year","Credit card (automatic)","DSL","No"
45,81,"Two year","Mailed check","DSL","No"
69,19.7,"Two year","Bank transfer (automatic)","No","No"
15,85.6,"Month-to-month","Bank transfer (automatic)","Fiber optic","Yes"
28,59.55,"Month-to-month","Bank transfer (automatic)","DSL","No"
70,115.55,"One year","Credit card (automatic)","Fiber optic","Yes"
36,75.55,"One year","Mailed check","DSL","No"
16,86.6,"Month-to-month","Electronic check","Fiber optic","Yes"
18,85.2,"Month-to-month","Electronic check","Fiber optic","Yes"
34,97.65,"Month-to-month","Electronic check","Fiber optic","Yes"
42,45.1,"One year","Credit card (automatic)","DSL","No"
48,70.95,"One year","Bank transfer (automatic)","DSL","No"
47,109.55,"Month-to-month","Electronic check","Fiber optic","Yes"
39,89.55,"One year","Electronic check","Fiber optic","Yes"
11,20.9,"Two year","Credit card (automatic)","No","No"
7,19.95,"Month-to-month","Mailed check","No","No"
3,24.6,"Month-to-month","Mailed check","No","No"
8,66.7,"Month-to-month","Electronic check","DSL","No"
1,19.45,"Month-to-month","Mailed check","No","Yes"
32,94.8,"One year","Mailed check","Fiber optic","No"
60,65.85,"One year","Bank transfer (automatic)","DSL","No"
10,19.95,"Month-to-month","Bank transfer (automatic)","No","No"
71,24.65,"Two year","Bank transfer (automatic)","No","No"
4,20.35,"Month-to-month","Mailed check","No","Yes"
1,69.25,"Month-to-month","Electronic check","Fiber optic","Yes"
43,51.25,"One year","Bank transfer (automatic)","DSL","No"
59,99.5,"One year","Bank transfer (automatic)","Fiber optic","Yes"
23,54.25,"Month-to-month","Electronic check","DSL","No"
72,19.4,"Two year","Bank transfer (automatic)","No","No"
22,56.25,"One year","Credit card (automatic)","DSL","No"
1,25.15,"Month-to-month","Mailed check","DSL","No"
69,23.95,"Two year","Bank transfer (automatic)","No","No"
50,35.4,"One year","Mailed check","DSL","No"
1,25.2,"Month-to-month","Electronic check","DSL","Yes"
2,45,"Month-to-month","Mailed check","DSL","Yes"
15,75.35,"Month-to-month","Bank transfer (automatic)","Fiber optic","No"
31,20.4,"Two year","Bank transfer (automatic)","No","No"
1,20.15,"Month-to-month","Mailed check","No","Yes"
66,105,"Month-to-month","Credit card (automatic)","Fiber optic","Yes"
0,56.05,"Two year","Credit card (automatic)","DSL","No"
3,54.7,"Month-to-month","Credit card (automatic)","DSL","Yes"
8,20,"Two year","Mailed check","No","No"
64,73.05,"One year","Credit card (automatic)","DSL","No"
28,20.5,"Month-to-month","Mailed check","No","No"
57,100.75,"One year","Credit card (automatic)","Fiber optic","No"
14,87.25,"Month-to-month","Electronic check","Fiber optic","Yes"
19,19.95,"Two year","Mailed check","No","No"
10,79.95,"Month-to-month","Electronic check","Fiber optic","Yes"
51,49.65,"Month-to-month","Electronic check","DSL","No"
67,65.65,"Two year","Mailed check","DSL","No"
11,20.45,"Month-to-month","Electronic check","No","No"
72,60.95,"Two year","Bank transfer (automatic)","DSL","No"
66,20.35,"One year","Electronic check","No","No"
18,88.35,"Month-to-month","Electronic check","Fiber optic","Yes"
9,19.5,"Month-to-month","Electronic check","No","No"
9,75.2,"Month-to-month","Credit card (automatic)","Fiber optic","No"
48,111.45,"Month-to-month","Bank transfer (automatic)","Fiber optic","No"
10,70.15,"Month-to-month","Mailed check","Fiber optic","No"
9,94.75,"Month-to-month","Electronic check","Fiber optic","Yes"
13,95.05,"Month-to-month","Electronic check","Fiber optic","Yes"
4,78.45,"Month-to-month","Electronic check","Fiber optic","Yes"
4,70.2,"Month-to-month","Electronic check","Fiber optic","Yes"
72,92,"Two year","Bank transfer (automatic)","DSL","No"
51,85.5,"Two year","Credit card (automatic)","DSL","No"
59,41.05,"Month-to-month","Bank transfer (automatic)","DSL","Yes"
10,85.6,"Month-to-month","Electronic check","Fiber optic","Yes"
61,82.15,"Month-to-month","Electronic check","Fiber optic","No"
54,84.4,"One year","Electronic check","Fiber optic","No"
33,60.9,"Month-to-month","Mailed check","DSL","No"
27,20.25,"Two year","Bank transfer (automatic)","No","No"
1,79.2,"Month-to-month","Electronic check","Fiber optic","Yes"
23,95.3,"Month-to-month","Mailed check","Fiber optic","No"
1,19.85,"Month-to-month","Mailed check","No","No"
45,84.35,"Two year","Mailed check","DSL","No"
39,19.85,"Two year","Bank transfer (automatic)","No","No"
5,70,"One year","Mailed check","DSL","Yes"
72,82.3,"Two year","Bank transfer (automatic)","DSL","No"
58,66.8,"Month-to-month","Bank transfer (automatic)","DSL","No"
70,44.6,"Two year","Bank transfer (automatic)","DSL","No"
61,98.45,"One year","Bank transfer (automatic)","Fiber optic","No"
2,70.7,"Month-to-month","Mailed check","Fiber optic","No"
46,24.95,"One year","Mailed check","No","No"
1,49.95,"Month-to-month","Bank transfer (automatic)","DSL","Yes"
22,69.25,"Month-to-month","Electronic check","Fiber optic","Yes"
48,102.5,"Two year","Credit card (automatic)","Fiber optic","No"
64,86.55,"Two year","Credit card (automatic)","DSL","No"
72,24.3,"Two year","Bank transfer (automatic)","No","No"
12,58.35,"Month-to-month","Credit card (automatic)","DSL","No"
34,94.25,"Month-to-month","Electronic check","Fiber optic","Yes"
72,68.75,"Two year","Credit card (automatic)","DSL","No"
29,85.8,"Month-to-month","Electronic check","Fiber optic","No"
33,20.1,"One year","Credit card (automatic)","No","No"
1,20.35,"Month-to-month","Mailed check","No","No"
62,110.8,"One year","Electronic check","Fiber optic","No"
41,73,"One year","Electronic check","DSL","Yes"
64,100.05,"One year","Credit card (automatic)","Fiber optic","Yes"
4,82.85,"Month-to-month","Credit card (automatic)","Fiber optic","No"
24,84.35,"Month-to-month","Electronic check","Fiber optic","No"
14,19.55,"One year","Mailed check","No","No"
3,19.95,"Month-to-month","Mailed check","No","No"
4,99.8,"Month-to-month","Credit card (automatic)","Fiber optic","Yes"
18,35,"Month-to-month","Electronic check","DSL","Yes"
8,66.25,"Month-to-month","Electronic check","DSL","No"
35,23.3,"Two year","Bank transfer (automatic)","No","No"
1,76,"Month-to-month","Electronic check","Fiber optic","Yes"
66,25.3,"Two year","Credit card (automatic)","No","No"
8,44.55,"Two year","Mailed check","DSL","No"
71,104.1,"One year","Credit card (automatic)","Fiber optic","No"
43,92.55,"Month-to-month","Bank transfer (automatic)","Fiber optic","No"
2,93.85,"Month-to-month","Electronic check","Fiber optic","Yes"
29,101.45,"Month-to-month","Bank transfer (automatic)","Fiber optic","No"
15,84.3,"Month-to-month","Electronic check","Fiber optic","Yes"
65,94.55,"Two year","Credit card (automatic)","Fiber optic","No"
35,95.5,"Month-to-month","Electronic check","Fiber optic","No"
64,100.3,"One year","Credit card (automatic)","Fiber optic","No"
58,55.5,"Two year","Credit card (automatic)","DSL","No"
18,49.85,"Month-to-month","Credit card (automatic)","DSL","No"
67,89.55,"Month-to-month","Bank transfer (automatic)","Fiber optic","No"
63,19.15,"Two year","Mailed check","No","No"
60,99.8,"Month-to-month","Electronic check","Fiber optic","No"
9,84.4,"Month-to-month","Credit card (automatic)","Fiber optic","Yes"
70,113.05,"Two year","Credit card (automatic)","Fiber optic","No"
15,101.1,"Month-to-month","Electronic check","Fiber optic","Yes"
48,19.95,"One year","Mailed check","No","No"
12,74.15,"Month-to-month","Electronic check","DSL","No"
71,92,"One year","Electronic check","Fiber optic","No"
44,73.85,"Month-to-month","Electronic check","Fiber optic","No"
1,50.45,"Month-to-month","Electronic check","DSL","Yes"
45,24.45,"Two year","Mailed check","No","No"
23,24.8,"One year","Credit card (automatic)","No","No"
43,64.85,"One year","Bank transfer (automatic)","DSL","No"
35,20.75,"Month-to-month","Bank transfer (automatic)","No","No"
9,68.95,"Month-to-month","Mailed check","DSL","No"
12,99.95,"Month-to-month","Mailed check","Fiber optic","Yes"
65,109.4,"Month-to-month","Credit card (automatic)","Fiber optic","No"
2,91.4,"Month-to-month","Electronic check","Fiber optic","Yes"
27,49,"Month-to-month","Mailed check","DSL","No"
40,50.25,"One year","Mailed check","DSL","No"
5,75.55,"Month-to-month","Credit card (automatic)","Fiber optic","Yes"
8,19.9,"One year","Credit card (automatic)","No","No"
58,97.8,"One year","Bank transfer (automatic)","Fiber optic","No"
52,100.3,"One year","Electronic check","Fiber optic","No"
3,55.8,"Month-to-month","Mailed check","DSL","No"
41,111.15,"Two year","Electronic check","Fiber optic","No"
20,98.55,"Month-to-month","Mailed check","Fiber optic","No"
1,50.05,"Month-to-month","Electronic check","DSL","No"
4,80.8,"Month-to-month","Credit card (automatic)","Fiber optic","Yes"
23,20.85,"Month-to-month","Electronic check","No","No"
6,19.5,"Month-to-month","Bank transfer (automatic)","No","No"
8,19.35,"Month-to-month","Mailed check","No","No"
18,69.5,"Month-to-month","Mailed check","DSL","No"
52,48.8,"Month-to-month","Credit card (automatic)","DSL","No"
31,94.5,"Month-to-month","Electronic check","Fiber optic","No"
29,20.65,"Month-to-month","Mailed check","No","No"
36,106.05,"Two year","Credit card (automatic)","Fiber optic","No"
16,100,"Month-to-month","Electronic check","Fiber optic","Yes"
42,108.3,"One year","Electronic check","Fiber optic","No"
1,20.55,"Month-to-month","Electronic check","No","Yes"
60,99.65,"Two year","Electronic check","Fiber optic","No"
5,85.3,"Month-to-month","Electronic check","Fiber optic","Yes"
22,95.9,"Month-to-month","Credit card (automatic)","Fiber optic","No"
36,20,"One year","Mailed check","No","No"
4,70.4,"Month-to-month","Electronic check","Fiber optic","Yes"
9,64.95,"Month-to-month","Mailed check","DSL","No"
1,74.6,"Month-to-month","Credit card (automatic)","Fiber optic","No"
12,49.2,"Month-to-month","Electronic check","DSL","No"
23,73.75,"One year","Mailed check","DSL","No"
62,92.3,"One year","Bank transfer (automatic)","Fiber optic","No"
37,98.8,"Month-to-month","Bank transfer (automatic)","Fiber optic","Yes"
8,19.2,"Month-to-month","Mailed check","No","No"
31,88.65,"Month-to-month","Credit card (automatic)","Fiber optic","No"
13,74.4,"Month-to-month","Credit card (automatic)","Fiber optic","Yes"
24,98.75,"Month-to-month","Electronic check","Fiber optic","Yes"
45,95.95,"Month-to-month","Bank transfer (automatic)","Fiber optic","No"
69,105.4,"Two year","Credit card (automatic)","Fiber optic","No"
2,20.25,"Month-to-month","Mailed check","No","No"
61,106,"One year","Electronic check","Fiber optic","Yes"
41,104.7,"Month-to-month","Electronic check","Fiber optic","Yes"
44,49.05,"One year","Electronic check","DSL","No"
39,35.55,"One year","Mailed check","DSL","No"
72,65.1,"Two year","Credit card (automatic)","DSL","No"
13,96.85,"Month-to-month","Electronic check","Fiber optic","No"
51,69.75,"One year","Credit card (automatic)","DSL","No"
71,99.2,"Two year","Electronic check","Fiber optic","No"
22,96.7,"Month-to-month","Electronic check","Fiber optic","Yes"
2,55.05,"Month-to-month","Credit card (automatic)","DSL","Yes"
56,106.8,"One year","Electronic check","Fiber optic","No"
1,51.25,"Month-to-month","Mailed check","DSL","No"
23,57.75,"One year","Mailed check","DSL","No"
66,70.85,"One year","Bank transfer (automatic)","DSL","No"
1,19.55,"Month-to-month","Mailed check","No","No"
19,88.2,"Month-to-month","Electronic check","Fiber optic","Yes"
11,79.5,"Month-to-month","Bank transfer (automatic)","Fiber optic","No"
8,19.75,"One year","Mailed check","No","Yes"
52,98.15,"Month-to-month","Bank transfer (automatic)","Fiber optic","No"
3,20.25,"Month-to-month","Electronic check","No","No"
51,79.15,"Month-to-month","Bank transfer (automatic)","Fiber optic","No"
15,75.65,"Month-to-month","Electronic check","Fiber optic","Yes"
64,94.25,"Month-to-month","Electronic check","Fiber optic","No"
37,40.2,"Month-to-month","Credit card (automatic)","DSL","No"
13,19.95,"Two year","Mailed check","No","No"
49,55.35,"One year","Electronic check","DSL","No"
45,102.15,"One year","Bank transfer (automatic)","Fiber optic","No"
18,71.1,"Month-to-month","Electronic check","Fiber optic","No"
1,74.7,"Month-to-month","Electronic check","Fiber optic","Yes"
68,54.1,"Two year","Bank transfer (automatic)","DSL","No"
54,19.65,"Two year","Credit card (automatic)","No","No"
23,88.45,"Month-to-month","Bank transfer (automatic)","Fiber optic","No"
17,76.65,"Month-to-month","Electronic check","Fiber optic","Yes"
